feed_url,podcast_title,episode_guid,episode_title,mp3_url,published_date_iso,podcast_slug
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,6fd9fd1d-16af-462d-9d3b-f29553d82a90,"20Sales: Sierra: Inside Silicon Valley's Fastest Growing Sales Machine & How to Prospect, Outbound and Close Enterprise Deals in AI",https://traffic.libsyn.com/secure/thetwentyminutevc/Updated-Reggie_Marable__Sierra.mp3?dest-id=240976,2025-05-02T17:58:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,e9122312-2c97-45e4-828d-e53471c791c1,20VC: Why Fund Returners Are Not Enough Anymore | Why Sequoia Had the Best Strategy at the Worst Time | What it Takes to Be Good at Series A and B Today | Benchmark Leads Manus Round: Should US Funds Invest in Chinese AI,https://traffic.libsyn.com/secure/thetwentyminutevc/The_Trio_EP03__Jason_Rory_Fabrice.mp3?dest-id=240976,2025-05-01T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,caf842f5-9d5c-4483-9cdd-d51a06c67c64,20VC: VCs are Spreadsheet Monkeys and are Commoditised | Why Fees and Carry Misalign GPs and LPs | Why Founders Will Realise Multi-Stage Funds Damage Seed Rounds | Why We Need European Sovereignty More Than Ever with Taavet Hinrikus,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Taavet_Hinrikus__Plural.mp3?dest-id=240976,2025-04-28T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,d78c64ea-a310-46c8-8c9d-5071674cb574,"20Growth: Inside Kraken’s $1.5BN Growth Playbook: What Works, What Doesn’t and What No Founders Understand About Growth That Will Change Their Company with Mayur Gupta",https://traffic.libsyn.com/secure/thetwentyminutevc/20Growth-_Mayur_Gupta__Kraken.mp3?dest-id=240976,2025-04-25T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,ee3e19b8-cab1-4a4b-bd34-60e297215438,"20VC: OpenAI's $3BN Acquisition of Windsurf: The Breakdown | Are Endowment Funds F******* & How LP Deployment to Venture Will Change in 2025 | Why Revenue Multiples are BS, The Rise of AI Rollups and Multi-Stage Funds Destroying Seed Investing",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_The_Trio_EP02-_Rory_Jason_Harry.mp3?dest-id=240976,2025-04-24T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,5fc5f03a-99bf-4fc5-9eb6-a0ee077ce531,20VC: Do Rich Founders Make Better Founders | The Best Performing Fund Would Only Back YC Founders on Their Second Time | Why SPACs Will Come Back | Why Short Sellers Should Be Banned | Is Trump Better for Business than Biden with Jason Wilk @ Dave,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Jason_Wilk_Founder__CEO__Dave.mp3?dest-id=240976,2025-04-21T12:45:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,219390e0-e576-44c5-ba4a-d1db19c44c41,"20VC: Foundation Models: Who Wins & Who Loses | How Economies and Labour Markets Need to Change in a World of AI | China vs the US in an AI Race: What You Need to Know | Rich Socher, Founder @ You.com",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Richard_Socher__You.com.mp3?dest-id=240976,2025-04-18T14:40:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,6fc39600-c352-4201-9d39-99a9cf11ebf4,20VC: Why Seed is for Suckers | a16z's $20BN Fund & Founders Fund's $4.6BN: What Makes Them So Good | Why Josh Kushner Is the Master of Venture Capital Strategy | Why Extended Private Markets Screw US Citizens with Jason Lemkin and Rory O'Driscoll,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Rory__ScaleVP__Jason__SaaStr.mp3?dest-id=240976,2025-04-17T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,394664e7-f3b0-4cac-a7ec-7543e2396559,20VC: Benchmark's Victor Lazarte on Why Portfolio Construction is BS| Why SaaS Spreadsheet Investing is Dead | Why China is a Stabilising Force for the US | Three Traits All the Best Founders Have & The Lie All Big Tech Companies Have Been Telling,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Victor_Lazarte__Benchmark.mp3?dest-id=240976,2025-04-14T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,8dc9c7ab-0e63-4136-a889-1d5161a17a4a,20Product: How Scale AI and Harvey Build Product | Why PMs Are Wrong: They are not the CEOs of the Product | How to do Pre and Post Mortems Effectively and How to Nail PRDs | The Future of Product Management in a World of AI with Aatish Nayak,https://traffic.libsyn.com/secure/thetwentyminutevc/20Product-_Aatish_Nayak__Harvey.mp3?dest-id=240976,2025-04-11T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,43cf1b10-3585-4741-bf93-e3dbc4ad440c,"20VC: How to Fix the UK Tech Ecosystem | Why We Need to Flood the UK with Venture Capital | What the UK Can Learn From Sequoia, Stripe and Norway | Why Now is the Time to be Bullish on China & Lessons from Jensen Huang with Tom Hulme & Stan Boland",https://traffic.libsyn.com/secure/thetwentyminutevc/Stan_Boland__Icera__Tom_Hulme.mp3?dest-id=240976,2025-04-10T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,a2645a72-be4a-4a93-8ca9-5817505b4395,"20VC: Carvana CEO on Buiding a $50B Company, Losing 99% and Coming Back | Ernest Garcia: Inside the Mind of the Most Misunderstood CEO in America",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Ernest_Garcia__Carvana.mp3?dest-id=240976,2025-04-07T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,47e591c5-b2e6-4ea9-b8d2-32bda0bf2278,"20VC: Why To Win in AI, Investors Need to Change Their Approach | Why VC is Run by Principals and Associates and is a Broken System | The Bull Case for Anthropic & Whether Deepseek Changes Their Strategy with Nabeel Hyatt @ Spark Capital",https://traffic.libsyn.com/secure/thetwentyminutevc/Updated_-0_Nabeel_Hyatt__Spark.mp3?dest-id=240976,2025-04-04T10:01:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,c6ac6760-4306-400b-9709-1519145c2d45,20Sales: How the Best Sales Teams Use AI to Win Enterprise Deals | Sales Teams Will Be Dramatically Smaller | How to Ramps Sales Reps Way Faster | Why Unpaid Design Partners are BS | Why this Generation of Sales is Soft with Ishan Mukherjee @ Rox,https://traffic.libsyn.com/secure/thetwentyminutevc/20Sales-_Ishan_Mukherjee__Rox.mp3?dest-id=240976,2025-04-04T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,69018bc0-4d51-44c1-885d-75b2113a1c55,20VC: The Daily Deal: Coreweave IPO | Scale Hits $25BN on $2BN EOY Revenue | Sequoia's 25x Return on Wiz | Tech Stocks Tank with Tariffs | Cursor: Defensible or Dangerous Example of Lost Moats in Tech,https://traffic.libsyn.com/secure/thetwentyminutevc/The_Daily_Deal_Ep.01.mp3?dest-id=240976,2025-04-03T18:02:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,55c39cb3-bd2c-4996-b7fa-49b53444b093,20VC: Microsoft CTO on Where Value Accrues in an AI World | Why Scaling Laws are BS | An Evaluation of Deepseek and How We Underestimate the Chinese | The Future of Software Development and The Future of Agents with Kevin Scott,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Kevin_Scott_CTO__Microsoft.mp3?dest-id=240976,2025-03-31T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,e8f02dc0-f4ac-4d65-98f8-1b1c33e9498f,"20VC: Will Revolut and Monzo List in the UK | How Does London Compete Against the US To Win The Best UK IPOs | Are UK Public Companies Punished on Price for Listing in London | The Myths and the Reality of The London Stock Exchange with CEO, Julia Hoggett",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-Julia_Hoggett_CEO_of_The_London_Stock_Exchange.mp3?dest-id=240976,2025-03-28T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,924ce159-bfea-4966-b3b5-9eb7e89fc9d4,"20VC: Why Traditional VC is Broken: How VCs Learned Nothing from 2021 | Why LPs are More Important than Founders & Advice to Emerging Managers | Bull Case for Bytedance & Why TikTok's Ban Doesn't Matter with Mitchell Green, Lead Edge Capital",https://traffic.libsyn.com/secure/thetwentyminutevc/Updated_-_Mitchell_Green__Lead_Edge_Capital.mp3?dest-id=240976,2025-03-28T00:00:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,dc224d88-16b7-4388-8d15-8b8730917801,20VC: The Insane Story of DeliveryHero: Losing $200M on a Gorillas Investment | Winning the Emerging Markets Delivery War with 35 Acquisitions | Competing with Uber and Doordash in a Capital Arms Race with Niklas Östberg,https://traffic.libsyn.com/secure/thetwentyminutevc/Updated_-_Niklas_Ostberg__Delivery_Hero.mp3?dest-id=240976,2025-03-27T23:55:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,5389c360-81c5-41bc-92b0-00795f7e1d50,20VC: AI Chip Wars: How Cerebras Plans to Topple NVIDIA's Dominance | Why We Have Not Reached Scaling Laws in AI | What Happens to the Cost of Inference | How We Underestimate China and Shouldn't Sell To Them with Andrew Feldman,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Andrew_Feldman__Cerebras.mp3?dest-id=240976,2025-03-24T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,1245e859-52b8-4420-b51e-764b8c9dd836,20VC: Selling Drift for $1.2BN is the Biggest Failure: What No One Tells You About Selling Your Company | Why Incumbents Are Slower & Worse Than Ever | Why the Most Valuable Companies in a World of AI Will Not Have More Than 100 People with Elias Torres,https://traffic.libsyn.com/secure/thetwentyminutevc/Elias_Torres__Agency.mp3?dest-id=240976,2025-03-21T11:37:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,f5ee6691-6181-4cb9-a1be-fa98963976fa,"20VC: The 10 Question Framework a $217BN Manager Uses to Make Investment Decisions | Lessons from Turning Down Stripe, Coinbase and Losing Money on Northvault | The Bull Case for Bytedance | How Anduril Could Be a $200BN Company with Peter Singlehurst",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Peter_Singlehurst__Baillie_Gifford.mp3?dest-id=240976,2025-03-19T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,f0ee6bd3-5a7d-4d62-8bc2-60bd530a3f18,20VC: HubSpot CEO on Where Value Accrues in SaaS AI | How HubSpot Competes Against Salesforce | Why B2B Is Not a Winner Take All Market | How to Go From SMB to Enterprise an Win | How SEO Dying Changes HubSpot's Business with Yamini Rangan,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Yamini_Rangan__HubSpot.mp3?dest-id=240976,2025-03-18T16:11:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,93e8619c-6bed-44ae-96e5-61bea44fd2ae,"20Product: How to Design and Build Products in a World of Agents | Why AI Will Kill Many SaaS Products | What Products Will Thrive and Die in a World of 100M Developers with Matt Biilmann, Co-Founder and CEO @ Netlify",https://traffic.libsyn.com/secure/thetwentyminutevc/Matt_Biilmann__Netlify.mp3?dest-id=240976,2025-03-14T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,65e181b8-711b-40fa-851a-c9b2eedd8198,20VC: Lessons from Investing $2BN and Returning $8BN in Cash | Why Most Venture Partnerships are Broken | We Sold Salesforce Early and Lost Out on Billions | Are The Best Deals Always Expensive and Competitive with Jake Saper @ Emergence Capital,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Jake_Saper__Emergence_Capital.mp3?dest-id=240976,2025-03-10T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,17087847-da5b-4734-b1ea-b981ec040b02,"20Sales: Everything You Know About Sales Playbooks is Wrong | How to Hire and Train Your First Sales Hires | How to Crush Pipeline and Deal Reviews as a Team | How to Structure Sales Teams and Sales Comp Plans with Julian Teixeira, CRO @ 1Password",https://traffic.libsyn.com/secure/thetwentyminutevc/20Sales-_Julian_Teixeira_CRO__1Password.mp3?dest-id=240976,2025-03-07T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,c07ecbf1-50e6-446d-82d0-13c87c0c3199,20VC: Lovable on Hitting $17.5M in ARR in 3 Months | Adding $2.1M ARR Every Week | Hitting 85% Day 30 Retention: Better than ChatGPT | The Story of Europe's Fastest Scaling Company with Anton Osika,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Anton_Osika__Lovable.mp3?dest-id=240976,2025-03-05T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,1e774a37-8112-4c0b-b52e-71b49767fc87,20VC: Anthropic CPO Mike Krieger: Where Will Value Be Created in a World of AI | Have Foundation Models Commoditized | When Do Model Providers Become Application Providers | What Anthropic Learned from Deepseek,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Mike_Krieger__Anthropic.mp3?dest-id=240976,2025-03-03T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,22849d95-e211-404f-aa84-e4802835d2e1,20Growth: Inside Ramp's Growth Engine: How Ramp Became the Fastest Growing SaaS Company Ever | What Worked & What Did Not Work | How to Hire for Growth | How to Find Alpha in Channels Where No One Else Can with George Bonaci,https://traffic.libsyn.com/secure/thetwentyminutevc/20Growth-_George_Bonaci__Ramp.mp3?dest-id=240976,2025-02-28T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,6c3e647f-ef82-4187-9cc0-d7b56a356039,"20VC: The Insane Story of Glovo: Selling 30% of the Company for €100K | The McDonalds Deal That Saved Them | Running out of Money Three Times | Burning $1M Per Day | Being Acquired for $2.2BN with Oscar Pierre, Founder @ Glovo",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Oscar_Pierre__Glovo.mp3?dest-id=240976,2025-02-26T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,c8364959-7c73-44fd-bfb1-975253371be3,"20VC: Why Google Will Win the AI Arms Race & OpenAI Will Not | NVIDIA vs AMD: Who Wins and Why | The Future of Inference vs Training | The Economics of Compute & Why To Win You Must Have Product, Data & Compute with Steeve Morin @ ZML",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Steeve_Morin_Founder__ZML.mp3?dest-id=240976,2025-02-24T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,e0c4c807-7859-46c1-95ff-4a35d1a8fd73,"20VC Exclusive: Mercor Raises $100M at a $2BN Valuation: Scaling to $70M in ARR in 24 Months | 9-9-6: 9AM-9PM - 6 Days Per Week: The Most Intense Culture in Silicon Valley | The Future of Programming, Models and Data with Adarsh Hiremath",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Adarsh_Hiremath__Mercor.mp3?dest-id=240976,2025-02-20T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,9d5ffd7e-42a4-4ec0-8192-8f8657b36a2b,"20VC: NVIDIA vs Groq: The Future of Training vs Inference | Meta, Google, and Microsoft's Data Center Investments: Who Wins | Data, Compute, Models: The Core Bottlenecks in AI & Where Value Will Distribute with Jonathan Ross, Founder @ Groq",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Jonathan_Ross_Founder__CEO__Groq.mp3?dest-id=240976,2025-02-17T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,d2e27119-b76c-401d-9990-6468be0cea36,20VC: From Penniless Printing Shop Offices to Public Company and One of the Largest Entertainment Companies: The Story of LADbible | The Future of Content & Social Media | US vs Europe: Is Europe F****** with Solly Solomou,https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Solly_Solomou_Founder__CEO__LADbible.mp3?dest-id=240976,2025-02-14T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,74ac815d-6274-4b46-9065-0b63c58e5beb,"20VC: Monzo: The Greatest Turnaround in Tech: From £40M Revenues, Layoffs, Downrounds and Low Employee NPS to $1BN in Revenue, Profitable and 10M Customers with TS Anil, CEO @ Monzo",https://traffic.libsyn.com/secure/thetwentyminutevc/TS_FINAL.mp3?dest-id=240976,2025-02-13T17:54:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,cd38f9ff-08af-4b05-a5a4-dd52dc01b159,"20VC: The $5BN Company Built from the Belgian Countryside | The Story of Odoo: The Company with No Plans to Sell, IPO & Their Billionaire Founder Who Does Not Care About Money with Fabien Pinckaers, Founder & CEO @ Odoo",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Fabien_Pinckaers_Founder__CEO__Odoo.mp3?dest-id=240976,2025-02-12T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
https://thetwentyminutevc.libsyn.com/rss,The Twenty Minute VC (20VC): Venture Capital | Startup Funding | The Pitch,b2acf0c1-4162-4d56-aa0e-517178d92cbf,"20VC: Why Model Providers Will Kill Many Startups Moving into the Application Layer | Why Deepseek is not a Threat to OpenAI & Why OpenAI Beats Anthropic | Apps vs Models vs Infrastructure: Where is Value in AI with Sridhar Ramaswamy, Snowflake CEO",https://traffic.libsyn.com/secure/thetwentyminutevc/20VC-_Sridhar_Ramaswamy_CEO__Snowflake.mp3?dest-id=240976,2025-02-10T07:07:00,the-twenty-minute-vc-20vc-venture-capital-startup-funding-the-pitch
